"Rangkuman Posisi Terbuka"
"","Nama","Simbol","Bursa","Jenis","Jumlah","Harga Rata-Rata","Hrg Skrg","Perpanjangan Waktu","Perpanjangan Waktu (%)","Sblm.","Nilai Pasar","Komisi","Bobot","P/L Harian","P/L Harian %","P/L Bersih%","P/L Bersih","Tanggal Penghasilan Berikutnya","Bursa","Terakhir","Bid","Ask","Perpanjangan Waktu","Perpanjangan Waktu (%)","Pembukaan","Sblm.","Tertinggi","Terendah","Prb.","Prb.%","Vol.","Tanggal Penghasilan Berikutnya","Waktu","Market Cap","Pendapatan","Vol.Rata-Rata (3bln)","EPS","Rasio P/E","Beta","Dividen","Imbal Hasil","5 Menit","15 Menit","30 Menit","Per Jam","5 Jam","Harian","Mingguan","Bulanan","Harian","1 Minggu","1 Bulan","YTD","1 Tahun","3 Tahun"

"Nilai Pasar","$0,00"
"P/L Terbuka","$0,00 / 0,00%"
"P/L Harian","$2.627.541.973.817,49 / 0,03%"
"P/L Total","$13.141.571.950.618,89"


"Posisi Terbuka"
"","Nama","Simbol","Bursa","Tgl Buka","Jenis","Jumlah","Harga Pembukaan","Hrg Skrg","Perpanjangan Waktu","Perpanjangan Waktu (%)","Sblm.","Nilai Pasar","Komisi","P/L Bersih%","Bobot","P/L Harian","P/L Harian %","P/L Bersih","Tanggal Penghasilan Berikutnya"


"Posisi Tertutup"
"","Nama","Simbol","Bursa","Tanggal Pembukaan","Jenis","Jumlah","Harga Pembukaan","Tanggal Penutupan","Harga Penutupan","Untung%","P/L Bersih"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Beli","1000000.00000000","57.083,1","03/22/2021","57.081,7","-0,00%","-$1.400.010,00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/22/2021","Beli","1000000000.00000000","6.223.317","03/22/2021","6.217.314","-0,10%","-$55.176.574.500,92"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Beli","100000.00000000","842.757.000","03/22/2021","842.757.000","-0,00%","-$0,00"
"","BTC/KRW","BTC/KRW","Bithumb","03/22/2021","Jual","100000.00000000","67.260.000","03/22/2021","67.313.000","-78,80%","-$4.695.800,07"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","1000000000.00000000","834.671.000","03/22/2021","837.550.000","-344,93%","-$1.999.753.400,00"
"","GBP/IDR","GBP/IDR","FX","03/22/2021","Jual","1000000000.00000000","19.918,7","03/22/2021","19.920,1","-0,70%","-$972,02"
"","IDR/USD","IDR/USD","FX","03/22/2021","Jual","1000000000.00000000","0,00006951","03/22/2021","0,00006943","11,51%","$0,80"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","1000000000.00000000","56.713,1","03/22/2021","57.104,2","-0,69%","-$391.100.000.010,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","100000000.00000000","839.114.671","03/22/2021","839.082.727","-0,00%","-$2.217.871,92"
"","EUR/IDR","EUR/IDR","FX","03/22/2021","Jual","1000000000.00000000","17.168,5","03/22/2021","17.160,6","4,60%","$5.480,00"
"","Ferrari NV","RACE.MI","MI","03/22/2021","Beli","1000000000.00000000","169,60","03/22/2021","169,60","-0,00%","-$1,19"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/22/2021","Beli","100000000.00000000","6.220.309","03/22/2021","6.164.886","-0,89%","-$50.936.508.150,92"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/22/2021","Beli","100000000.00000000","47.998,4","03/22/2021","47.606,3","-0,82%","-$46.710.873.011,91"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/22/2021","Beli","100000000.00000000","67.024.552","03/22/2021","66.248.992","-1,16%","-$68.714.616.000,09"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","100000000.00000000","841.565.958","03/22/2021","840.815.986","-0,09%","-$52.063.056,24"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","100000.00000000","57.551,0","03/22/2021","57.238,3","0,54%","$31.269.998,80"
"","BTC/USD","BTC/USD","Binance","03/22/2021","Jual","100.00000000","57.516,1","03/22/2021","57.239,1","0,48%","$27.700,00"
"","BTC/USD","BTC/USD","Poloniex","03/22/2021","Jual","100.00000000","57.495,3","03/22/2021","57.255,0","0,42%","$24.030,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","1000000.00000000","845.601.000","03/22/2021","842.399.000","0,38%","$2.225.710,20"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","1000000.00000000","843.071.000","03/22/2021","842.756.000","3,74%","$218.956,50"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","1000000.00000000","845.643.000","03/22/2021","842.756.000","0,34%","$2.006.753,70"
"","IDR/EUR","IDR/EUR","FX","03/22/2021","Jual","1000000000.00000000","0,00006","03/22/2021","0,00006","0,00%","-$0,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","1000000.00000000","845.601.000","03/22/2021","842.763.000","33,56%","$1.973.261,40"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","100000000.00000000","850.479.605","03/22/2021","843.880.160","-0,78%","-$458.463.444,16"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1000000.00000000","57.540,0","03/22/2021","57.386,0","0,27%","$154.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1000000.00000000","57.539,0","03/22/2021","57.372,0","0,29%","$167.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1000000.00000000","57.523,0","03/22/2021","57.463,0","0,10%","$60.000.000,00"
"","Emas","GCJ1","ICE","03/22/2021","Beli","1000000.00000000","1.731,05","03/22/2021","1.733,10","0,12%","$204.999.999,00"
"","Emas","GCJ1","ICE","03/22/2021","Jual","1000000.00000000","1.728,15","03/22/2021","1.730,75","-0,15%","-$2.600.000.012,00"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","10000000.00000000","844.995.000","03/22/2021","845.101.000","-0,01%","-$735.958,00"
"","Emas","GCJ1","ICE","03/22/2021","Jual","100000000.00000000","1.730,35","03/22/2021","1.731,00","-0,04%","-$6.500.000.000,00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/22/2021","Jual","10000000.00000000","41.968,0","03/22/2021","41.918,7","0,12%","$682.805.000,00"
"","Emas","GCJ1","ICE","03/22/2021","Jual","100000.00000000","1.729,70","03/22/2021","1.732,55","-0,16%","-$28.500.000,02"
"","Emas","GCJ1","ICE","03/22/2021","Jual","100000.00000000","1.729,85","03/22/2021","1.732,55","-0,16%","-$27.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","10000000.00000000","843.596.000","03/22/2021","852.022.965","1,00%","$58.567.406,70"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/22/2021","Beli","1000000000.00000000","67.413.325","03/22/2021","67.993.188","0,86%","$514.338.480.998,94"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","1000000000.00000000","841.880.515","03/22/2021","844.778.704","0,34%","$2.012.502.440,00"
"","BTC/XAU","BTC/XAU","Synthetic","03/22/2021","Beli","1000000000.00000000","33,1324","03/22/2021","33,3230","5,75%","$330.111.575.991,70"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/22/2021","Beli","1000000000.00000000","67.305.669","03/22/2021","67.663.239","0,53%","$317.164.589.998,91"
"","Emas","GCJ1","ICE","03/22/2021","Beli","10000.00000000","1.727,90","03/22/2021","1.730,15","0,13%","$2.249.999,00"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","1000000000.00000000","57.202,9","03/22/2021","57.216,7","-0,02%","-$13.800.000.011,00"
"","Emas","GCJ1","ICE","03/22/2021","Jual","1000000.00000000","1.727,65","03/22/2021","1.729,30","-0,10%","-$165.000.098,00"
"","XAUR/USD","XAUR/USD","Synthetic","03/22/2021","Beli","10000000.00000000","0,029748","03/22/2021","0,030052","25,55%","$3.040,00"
"","Xaurum Index","XAUR/USD","Investing.com","03/22/2021","Beli","1000000000.00000000","0,030086","03/22/2021","0,030052","-0,11%","-$34.003,00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/22/2021","Jual","100000.00000000","41.372,7","03/22/2021","41.355,8","0,04%","$2.342.168,61"
"","Xaurum Index","XAUR/USD","Investing.com","03/22/2021","Beli","1000000000.00000000","0,030069","03/22/2021","0,030052","-0,06%","-$17.003,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","10000000.00000000","847.896.832","03/22/2021","848.822.588","0,11%","$6.417.340,59"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","1000000.00000000","57.583,5","03/22/2021","57.734,1","-0,26%","-$150.600.001,00"
"","ETH/XAU","ETH/XAU","Synthetic","03/22/2021","Jual","1000000000.00000000","1,02942","03/22/2021","1,03374","-41,97%","-$7.492.219.200,01"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/22/2021","Beli","1000000.00000000","48.534,1","03/22/2021","48.640,6","0,22%","$126.660.394,05"
"","BTC/ETH","BTC/ETH","Synthetic","03/22/2021","Jual","1000000.00000000","32,14","03/22/2021","32,16","-6,22%","-$35.798.000,07"
"","BTC/XAU","BTC/XAU","Synthetic","03/22/2021","Jual","1000000.00000000","33,0261","03/22/2021","33,1690","-86,54%","-$248.491.737,56"
"","BTC/XAU","BTC/XAU","Synthetic","03/22/2021","Jual","100000.00000000","33,0467","03/22/2021","33,1690","-18,50%","-$21.268.826,80"
"","Bitcoin SAR Index","BTC/SAR","Investing.com","03/22/2021","Beli","100000000.00000000","216.011,4","03/22/2021","216.510,6","0,23%","$13.308.669.973,34"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","1000000.00000000","846.064.000","03/22/2021","846.064.000","0,00%","-$0,00"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/22/2021","Beli","1000000.00000000","48.611,6","03/22/2021","48.397,4","-0,44%","-$254.855.177,85"
"","Bitcoin RUB Index","BTC/RUB","Investing.com","03/22/2021","Beli","1000000.00000000","4.172.055","03/22/2021","4.152.810","-0,46%","-$259.037.700,26"
"","BTC/XAU","BTC/XAU","Synthetic","03/22/2021","Jual","1000000.00000000","33,0320","03/22/2021","33,0320","0,00%","-$69,59"
"","Bitcoin SAR Index","BTC/SAR","Investing.com","03/22/2021","Beli","10000000.00000000","216.058,7","03/22/2021","215.532,1","-0,24%","-$1.403.915.639,99"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","10000000.00000000","845.685.214","03/22/2021","844.877.471","-0,10%","-$5.602.505,46"
"","BTC/ETH","BTC/ETH","Synthetic","03/22/2021","Jual","1000000.00000000","32,15","03/22/2021","32,14","3,11%","$17.829.299,32"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/22/2021","Beli","10000000.00000000","41.642,6","03/22/2021","41.457,8","-0,44%","-$2.560.404.013,85"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/22/2021","Beli","100000.00000000","48.273,8","03/22/2021","48.323,8","0,10%","$5.946.498,81"
"","BTC/RUB","BTC/RUB","Exmo","03/22/2021","Jual","10000.00000000","4.166.642","03/22/2021","4.159.010","0,18%","$1.027.266,78"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1000.00000000","57.684,0","03/22/2021","57.321,0","0,63%","$363.000,00"
"","BTC/XAU","BTC/XAU","Synthetic","03/22/2021","Jual","1000000.00000000","33,0779","03/22/2021","32,9591","35,92%","$206.796.278,37"
"","BTC/XAU","BTC/XAU","Synthetic","03/22/2021","Jual","1000000.00000000","33,0963","03/22/2021","32,9591","41,45%","$238.833.574,37"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/22/2021","Beli","1000000.00000000","41.642,6","03/22/2021","41.448,8","-0,47%","-$268.471.153,85"
"","BTC/XAU","BTC/XAU","Synthetic","03/22/2021","Jual","1000000.00000000","33,0937","03/22/2021","32,9915","30,88%","$177.918.888,36"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/22/2021","Beli","1000000.00000000","41.642,6","03/22/2021","41.472,3","-0,41%","-$235.899.573,85"
"","BTC/ETH","BTC/ETH","Synthetic","03/22/2021","Jual","1000000000.00000000","32,18","03/22/2021","32,17","3,11%","$17.864.799.999,93"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1000000.00000000","57.637,0","03/22/2021","57.415,0","38,52%","$221.999.999,99"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1000000.00000000","57.637,0","03/22/2021","57.415,0","38,52%","$221.999.999,99"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/22/2021","Beli","1000000.00000000","41.644,7","03/22/2021","41.490,5","-0,37%","-$213.613.271,08"
"","BCH/BTC","BCH/BTC","Bittrex","03/22/2021","Jual","1000000000.00000000","0,00904","03/22/2021","0,00902","22,12%","$1.148.019.999,30"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Jual","100000000.00000000","845.418.286","03/22/2021","845.628.126","-0,02%","-$14.548.207,20"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1000000.00000000","57.638,0","03/22/2021","57.449,0","32,79%","$188.999.999,99"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1000000.00000000","57.462,7","03/22/2021","57.449,0","2,38%","$13.699.999,99"
"","BTC/KRW","BTC/KRW","Bithumb","03/22/2021","Jual","1000000.00000000","67.440.000","03/22/2021","67.303.000","20,31%","$121.244.999,31"
"","BTC/EUR","BTC/EUR","Kraken","03/22/2021","Jual","100000.00000000","48.652,1","03/22/2021","48.442,3","0,43%","$24.951.509,99"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/22/2021","Beli","100000000.00000000","48.581,8","03/22/2021","48.415,4","-0,34%","-$19.789.952.118,93"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","100000000.00000000","845.669.114","03/22/2021","845.932.288","0,03%","$18.245.852,99"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1000000.00000000","57.617,0","03/22/2021","57.633,0","-2,78%","-$16.000.000,01"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1000000.00000000","57.748,0","03/22/2021","57.637,0","19,22%","$110.999.999,99"
"","BTC/EUR","BTC/EUR","Kraken","03/22/2021","Jual","10000000.00000000","48.664,4","03/22/2021","48.639,8","20,22%","$292.690.999,99"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","100000.00000000","57.687,0","03/22/2021","57.748,0","-10,57%","-$6.100.000,01"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","1200.00000000","57.563,0","03/22/2021","57.494,0","0,12%","$82.800,00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/22/2021","Beli","1000000.00000000","41.453,6","03/22/2021","41.453,6","0,00%","-$13,84"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","1000.00000000","841.550.000","03/22/2021","841.299.000","0,30%","$174,22"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","1000000.00000000","840.159.351","03/22/2021","842.189.625","0,24%","$1.406.776,84"
"","BTC/KRW","BTC/KRW","Bithumb","03/22/2021","Jual","640000.00000000","67.208.000","03/22/2021","67.432.000","-0,33%","-$126.873.600,07"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/22/2021","Beli","1000000.00000000","47.711,9","03/22/2021","48.068,4","0,75%","$424.021.086,92"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","100000.00000000","57.013,0","03/22/2021","57.030,8","-0,03%","-$1.780.006,00"
"","BTC/USD","BTC/USD","Bitfinex","03/22/2021","Jual","200000.00000000","57.095,0","03/22/2021","57.057,0","6,66%","$7.600.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","300000.00000000","57.020,2","03/22/2021","57.019,8","0,00%","$119.990,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/22/2021","Beli","1000000.00000000","837.511.353","03/22/2021","838.749.893","0,15%","$857.936,66"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","100000.00000000","56.892,2","03/22/2021","56.975,0","-0,15%","-$8.280.009,00"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","100000.00000000","56.856,8","03/22/2021","56.975,0","-0,21%","-$11.820.008,00"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","100000.00000000","56.910,0","03/22/2021","56.971,0","-0,11%","-$6.100.010,00"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","10000.00000000","835.834.000","03/22/2021","833.039.000","16,72%","$19.360,96"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Jual","64000.00000000","56.857,5","03/22/2021","56.937,2","-0,14%","-$5.100.810,00"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","10000.00000000","835.000.000","03/22/2021","833.039.000","11,74%","$13.583,85"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","10000.00000000","835.834.000","03/22/2021","835.000.000","9,98%","$5.775,44"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Beli","64000.00000000","838.557.000","03/22/2021","838.556.000","-0,01%","-$44,33"
"","BTC/IDR","BTC/IDR","Luno","03/22/2021","Jual","64000.00000000","835.835.000","03/22/2021","836.440.000","-7,24%","-$26.809,73"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","64000.00000000","837.005.000","03/22/2021","838.998.000","-23,81%","-$88.380,79"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","64000.00000000","837.030.000","03/22/2021","838.557.000","-18,24%","-$67.715,74"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","64000.00000000","838.471.000","03/22/2021","837.005.000","8,74%","$64.973,11"
"","Bitcoin","BTC/USD","Investing.com","03/22/2021","Beli","100000.00000000","56.479,0","03/22/2021","56.932,5","0,80%","$45.349.999,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","100000.00000000","835.312.000","03/22/2021","838.496.000","-38,12%","-$220.492,01"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","64000.00000000","836.722.000","03/22/2021","838.496.000","-21,20%","-$78.623,69"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","64000.00000000","838.455.000","03/22/2021","838.496.000","-0,49%","-$1.817,13"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","100000.00000000","838.865.000","03/22/2021","839.000.000","-0,02%","-$9.348,76"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","64000.00000000","839.705.000","03/22/2021","839.313.000","4,67%","$17.383,47"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/22/2021","Jual","100000.00000000","836.725.000","03/22/2021","835.004.000","0,21%","$119.162,03"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/22/2021","Beli","1000000.00000000","47.653,7","03/22/2021","47.660,9","0,02%","$8.558.598,81"
"","Bank Central Asia","BBCA.JK","JK","03/22/2021","Jual","3000000.00000000","33.800","03/22/2021","33.200","1,78%","$1.246,32"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/22/2021","Beli","1000000.00000000","47.676,5","03/22/2021","47.683,4","0,01%","$8.201.292,87"
"","BTC/XAU","BTC/XAU","Synthetic","03/21/2021","Beli","800.00000000","32,4272","03/21/2021","32,4177","-0,03%","-$13.265,04"
"","BTC/XAU","BTC/XAU","Synthetic","03/21/2021","Jual","100.00000000","32,1909","03/21/2021","32,1765","22,37%","$2.512,16"
"","BTC/IDR","BTC/IDR","Luno","03/21/2021","Beli","100.00000000","824.300.000","03/21/2021","825.440.000","69,15%","$79,28"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/21/2021","Beli","100.00000000","828.824.491","03/21/2021","828.766.460","-0,01%","-$4,04"
"","BTC/XAU","BTC/XAU","Synthetic","03/21/2021","Jual","1000.00000000","32,2123","03/21/2021","32,1616","78,70%","$88.490,03"

"P/L Tertutup","$13.141.571.950.618,89"


